Claimant Gender,Claimant Age,Claim Amount
Female,43,5367.8
Female,52,10807.53
Female,40,8192.16
Male,64,13188.3
Male,37,5177.98
Female,31,14177.85
Other,54,7739.66
Male,56,8611.65
Female,44,11169.37
Female,39,18776.07
Male,46,11227.48
Male,36,10407.69
Male,36,10087.08
Male,43,7195.99
Female,34,500.0
Male,46,17727.23
Male,34,6777.54
Female,66,9617.65
Female,38,4548.16
Female,28,500.0
Male,37,1896.17
Female,42,7681.38
Female,47,11527.34
Female,18,11854.46
Other,36,7129.78
Female,18,9002.61
Female,47,10848.41
Female,33,4237.53
Male,50,8460.63
Male,37,4792.1
Male,32,500.0
Male,34,500.0
Male,53,8877.7
Female,47,12604.1
Male,52,9323.59
Other,25,710.1
Female,44,7304.67
Male,61,10830.87
Female,43,11965.06
Male,48,12119.49
Other,49,12650.76
Female,49,1893.7
Male,38,17363.4
Other,45,3275.09
Female,31,786.55
Male,56,12770.58
Female,43,3192.68
Female,28,10775.68
Male,60,13405.56
Female,66,20496.36
Male,41,500.0
Female,22,9644.5
Male,45,11010.33
Other,18,6417.9
Female,22,7172.13
Male,52,2324.78
Male,43,10669.9
Male,34,500.0
Female,65,3531.94
Male,35,13332.35
Female,40,5002.74
Other,62,5528.06
Female,39,13579.93
Male,36,500.0
Male,52,11373.58
Female,22,1701.8
Female,44,6404.04
Female,49,3076.94
Female,42,500.0
Male,53,11824.51
Female,31,7273.62
Male,63,15392.42
Female,31,9862.4
Female,51,5829.67
Male,43,5344.4
Female,52,11823.83
Female,42,4799.86
Female,21,10803.25
Male,36,8118.62
Male,31,10220.46
Male,56,16220.05
Male,29,3860.44
Other,48,8954.89
Female,37,11922.69
Male,30,12432.59
Other,53,11346.97
Female,44,14084.58
Male,38,9618.33
Male,26,2029.48
Male,28,500.0
Other,63,10332.34
Female,55,8867.74
Female,21,500.0
Male,48,5216.89
Female,31,500.0
Male,44,6806.82
Other,51,6936.04
Other,28,2949.13
Male,37,12575.44
Female,41,5053.23
Female,48,3161.19
Other,23,3483.61
Male,29,500.0
Female,53,2380.23
Female,24,8782.51
Female,38,5018.27
Male,18,500.0
Female,50,3310.84
Male,33,2914.55
Female,43,5622.18
Male,39,6410.94
Male,18,7991.35
Female,40,6831.74
Male,38,13333.71
Female,27,7489.62
Female,29,8414.39
Male,44,3506.41
Male,37,8688.05
Female,39,10218.83
Male,33,500.0
Female,29,10199.92
Female,37,11203.75
Other,53,2633.28
Female,41,16400.42
Male,37,500.0
Female,45,6174.42
Other,44,8270.75
Female,33,15730.93
Other,32,500.0
Female,32,13967.0
Female,23,1015.6
Male,49,3134.66
Female,36,9585.67
Male,64,8863.19
Male,34,20537.31
Male,51,7171.79
Male,36,7400.32
Male,40,15084.77
Female,36,2889.03
Male,35,15441.62
Other,54,7039.57
Male,42,982.62
Male,34,6439.27
Male,19,5406.16
Male,34,3093.4
Male,49,9662.36
Female,35,2881.24
Female,32,10770.59
Male,45,10094.06
Male,22,500.0
Male,73,19214.92
Female,61,11681.35
Female,51,14277.12
Male,46,16234.69
Male,23,500.0
Other,18,759.73
Male,42,891.03
Female,56,7454.27
Male,39,10378.95
Female,32,8974.09
Other,36,8194.36
Other,33,10954.58
Female,50,12145.86
Male,28,1350.36
Female,45,6839.02
Male,39,3729.71
Other,72,12629.87
Female,30,4022.09
Male,39,7883.03
Male,57,8637.82
Female,22,500.0
Other,58,648.49
Female,28,2102.26
Male,29,500.0
Male,53,12910.75
Male,35,1898.64
Other,45,500.0
Other,42,3962.07
Other,58,2263.3
Female,21,4469.09
Female,38,9004.51
Female,37,1628.14
Female,48,3450.44
Female,48,5385.09
Male,36,500.0
Female,47,8217.27
Male,57,16928.35
Male,37,8868.95
Female,43,10622.55
Other,46,11618.63
Female,52,4582.53
Male,61,17800.98
Other,39,2517.68
Female,46,10468.0
Male,41,15217.0
Female,24,3260.78
Male,47,7274.49
Female,26,3729.04
Female,34,3718.9
Male,27,3205.9
Male,35,5754.0
Male,18,17798.27
Male,42,9430.03
Male,25,4269.62
Male,32,4145.37
Male,32,11583.22
Male,39,500.0
Male,54,10038.11
Male,46,12232.89
Female,39,6791.02
Female,40,10020.89
Male,35,7889.04
Female,29,6736.72
Other,50,17102.96
Other,51,830.8
Male,61,10553.22
Female,33,5875.46
Male,38,500.0
Male,26,11234.1
Male,27,500.0
Male,53,2939.53
Female,49,11184.91
Female,46,7264.64
Female,56,5721.16
Male,55,3323.32
Male,36,5988.66
Male,33,500.0
Male,44,11757.63
Other,33,500.0
Female,29,10263.49
Other,24,13875.32
Female,48,1634.09
Male,31,2035.42
Male,45,5271.19
Female,39,8687.83
Male,64,12879.58
Female,44,7348.79
Female,25,500.0
Male,38,5860.36
Female,45,10499.99
Female,33,9667.2
Male,46,3581.55
Female,36,10846.23
Male,42,500.0
Female,47,7060.41
Male,43,3480.93
Male,28,4752.11
Female,22,3275.39
Male,68,8801.13
Female,20,5163.44
Female,49,12274.31
Male,41,14477.43
Female,31,11511.01
Female,39,2373.94
Male,65,6994.37
Female,57,18440.65
Female,27,2798.38
Female,47,500.0
Other,40,1682.44
Female,38,4382.16
Other,25,2844.28
Female,65,4228.02
Male,61,8602.33
Female,30,7925.16
Male,56,5718.42
Female,52,9942.09
Female,38,8051.87
Female,55,11749.96
Male,38,500.0
Female,43,12480.24
Male,23,500.0
Female,26,11883.71
Female,48,7287.76
Other,50,23430.31
Male,34,10252.52
Female,54,16605.31
Female,20,7735.58
Other,28,9218.52
Female,56,7815.91
Male,46,12809.38
Male,35,1740.92
Female,45,500.0
Female,49,4113.76
Female,58,13360.13
Male,26,500.0
Other,50,500.0
Male,44,500.0
Other,54,6443.81
Female,30,1378.47
Female,40,1595.26
Female,44,10950.17
Male,23,6015.48
Male,35,5273.52
Male,54,13367.28
Male,34,500.0
Female,43,6633.61
Male,19,7795.15
Female,50,20575.78
Male,18,1769.17
Female,34,10073.26
Female,48,13579.46
Male,56,1809.54
Male,26,9550.78
Male,33,6084.97
Female,47,9566.65
Female,18,4750.02
Male,46,4147.52
Female,28,500.0
Male,46,12160.97
Female,52,8553.65
Male,53,16937.62
Female,45,12118.42
Other,40,2585.93
Female,50,7865.8
Male,30,5106.6
Male,32,500.0
Female,47,5013.69
Female,41,11911.73
Male,65,3754.79
Female,51,9618.72
Male,27,500.0
Male,30,2413.52
Other,38,8058.39
Female,60,12370.97
Male,42,6060.71
Female,29,4991.76
Female,47,12849.26
Male,42,11067.13
Female,63,12807.43
Female,33,500.0
Male,36,4497.77
Female,18,500.0
Male,23,2825.61
Female,28,5288.04
Female,23,8392.98
Male,48,5888.28
Female,37,500.0
Female,50,6907.34
Male,32,8074.47
Female,39,3412.44
Male,18,500.0
Other,30,5690.16
Female,46,23749.18
Female,18,4389.51
Female,33,11520.67
Female,41,18724.34
Female,42,17034.44
Female,43,9037.8
Other,43,1341.03
Female,51,12103.12
Male,44,5880.29
Other,59,8027.47
Female,35,7831.9
Female,55,11531.14
Other,39,12731.28
Male,51,3010.62
Male,47,8537.72
Male,36,4034.65
Female,34,500.0
Female,44,500.0
Other,60,12771.8
Female,44,11839.98
Female,51,4218.1
Other,59,10923.13
Female,47,17857.16
Male,43,9186.57
Female,44,9019.68
Other,24,4476.86
Other,28,5693.03
Female,50,500.0
Female,35,500.0
Male,37,500.0
Male,37,500.0
Other,43,6644.07
Male,33,11317.65
Male,38,3027.29
Male,62,18658.23
Female,31,7171.84
Female,46,3236.27
Male,45,6461.8
Other,30,1691.34
Other,49,8602.73
Male,34,3919.7
Male,35,7690.64
Female,41,4401.35
Female,50,11457.82
Male,67,17900.74
Male,41,2992.74
Male,55,19241.7
Male,57,5762.01
Female,56,14651.51
Female,46,10945.33
Female,38,7551.02
Female,43,14809.16
Male,41,15256.39
Female,49,7713.95
Male,47,6432.46
Female,39,9621.45
Female,52,500.0
Female,32,6048.21
Female,25,7221.85
Female,51,6091.59
Other,45,500.0
Female,47,9165.21
Female,32,2946.4
Other,36,6575.63
Female,48,7859.82
Female,41,6673.62
Male,57,5554.67
Male,48,500.0
Female,54,18750.28
Female,58,9017.61
Male,59,4335.27
Other,49,500.0
Male,54,13858.68
Female,56,8487.87
Male,38,1399.0
Female,45,5175.34
Female,26,7788.66
Male,37,12004.41
Male,39,6219.45
Female,53,10143.88
Female,31,500.0
Female,35,10793.87
Other,35,1222.78
Male,65,7942.8
Female,43,9592.83
Female,41,5797.54
Other,20,5872.78
Other,28,12996.03
Female,38,5773.02
Female,29,5626.97
Male,49,3368.32
Male,40,6284.31
Female,27,7339.3
Female,26,500.0
Female,37,1659.98
Female,23,11671.46
Male,45,8821.42
Female,30,10307.55
Male,40,13371.61
Male,45,8229.54
Male,57,3101.56
Female,30,20089.89
Male,46,7664.54
Female,41,6228.77
Male,31,5792.95
Female,25,500.0
Other,46,5729.62
Female,49,11367.94
Male,24,2934.16
Male,24,4585.18
Other,32,2148.0
Male,23,3706.91
Female,50,3644.27
Female,66,15651.02
Male,30,4863.53
Male,18,2961.23
Female,40,6298.87
Female,39,2008.81
Male,65,12664.19
Female,34,10714.07
Female,47,4466.74
Other,34,13836.46
Male,36,5763.92
Male,34,13936.63
Female,43,6439.85
Male,37,9722.37
Male,54,4228.56
Female,52,6733.85
Male,19,2708.51
Male,52,20949.83
Male,23,2915.67
Female,44,7459.69
Male,41,9970.88
Female,32,10847.32
Female,52,8145.41
Female,54,3456.95
Male,18,5541.58
Male,26,9014.79
Female,21,500.0
Male,27,500.0
Other,28,500.0
Female,37,2633.77
Female,46,8115.53
Male,51,12879.75
Female,28,2083.54
Male,48,7912.71
Male,63,9429.18
Female,53,5403.23
Female,48,3950.42
Female,48,14650.34
Female,42,11369.9
Female,43,6511.97
Male,49,6969.65
Male,22,914.58
Female,28,9258.18
Male,33,5489.6
Female,37,12163.4
Male,27,500.0
Male,58,1461.67
Male,52,17820.67
Female,73,15701.0
Female,35,8562.01
Male,34,3480.71
Male,33,14404.53
Other,50,12770.6
Male,60,3013.63
Female,25,8997.28
Other,34,5319.14
Other,21,4589.58
Female,45,18695.4
Male,32,9649.94
Other,26,500.0
Female,23,1502.07
Female,30,1547.24
Male,40,4999.12
Other,53,3851.04
Female,31,9240.33
Female,43,15703.59
Male,31,3033.95
Male,23,500.0
Other,59,9332.6
Female,62,13270.4
Male,67,19195.13
Female,28,4704.31
Male,40,500.0
Male,28,500.0
Male,26,840.47
Male,50,18988.23
Male,35,3768.69
Male,36,9308.54
Male,49,14849.53
Female,34,6154.66
Other,23,1847.32
Female,59,15579.4
Male,45,5461.56
Male,54,8502.16
Female,26,5922.52
Other,50,11250.39
Male,44,7480.6
Male,36,11054.84
Female,58,12573.29
Female,39,16846.68
Female,38,12262.02
Female,42,3077.7
Female,34,6104.35
Other,35,1139.2
Male,33,2265.92
Other,36,10851.49
Male,36,14223.24
Female,47,9188.87
Female,31,6113.35
Female,39,6741.65
Female,30,10372.84
Male,64,12316.83
Male,58,17583.26
Female,55,12239.71
Female,36,5680.27
Male,26,3032.5
Other,40,11846.95
Male,24,10438.65
Male,32,5806.04
Male,40,2880.22
Female,38,7010.75
Male,18,9020.86
Female,47,500.0
Male,18,500.0
Male,25,4693.71
Female,18,500.0
Female,51,7831.87
Male,27,1483.68
Male,18,13372.16
Female,55,11624.0
Male,64,9737.78
Other,53,5482.99
Female,48,6992.1
Male,25,500.0
Female,18,8392.45
Female,24,8521.08
Male,35,3417.32
Male,51,4217.75
Male,18,500.0
Other,27,623.3
Female,34,14436.69
Male,21,7010.14
Male,42,7205.75
Male,31,5474.25
Male,31,500.0
Male,21,3813.27
Female,47,14742.65
Male,36,2991.64
Male,51,3526.81
Female,41,6942.73
Male,44,3624.75
Male,44,7348.37
Male,40,16963.55
Male,53,745.12
Female,71,4592.99
Female,56,14597.7
Male,20,5280.11
Male,36,7601.79
Male,34,3124.93
Female,46,17423.29
Female,53,12825.21
Female,19,500.0
Male,41,3476.51
Male,57,13459.73
Female,31,5796.15
Female,68,13169.31
Other,25,9908.11
Male,44,7061.32
Female,47,16105.53
Female,39,19035.05
Other,27,3533.95
Male,52,14640.63
Female,33,3217.36
Male,41,6151.79
Female,56,18357.36
Male,18,3843.64
Female,54,11645.97
Female,55,21554.77
Male,45,10260.7
Female,30,12231.68
Male,32,8282.34
Male,54,924.84
Male,50,8591.8
Male,23,4861.7
Female,47,13181.66
Male,51,10040.19
Female,46,11429.82
Female,39,6862.54
Other,55,8100.64
Female,44,10031.16
Male,56,8959.22
Female,18,500.0
Male,31,3070.69
Other,26,9797.17
Female,43,10959.95
Female,34,8704.8
Male,43,2767.14
Female,57,11964.87
Female,42,9870.0
Female,33,13667.2
Male,39,8774.79
Other,21,749.47
Male,21,5969.85
Female,52,500.0
Female,42,8896.71
Male,35,11268.34
Male,39,11133.01
Female,29,9582.79
Male,41,2087.03
Male,43,10598.88
Female,55,12805.19
Female,43,11782.48
Female,20,500.0
Male,35,2865.59
Male,50,3817.6
Female,41,8778.06
Female,43,9605.11
Female,33,4584.57
Female,53,500.0
Male,37,8156.38
Male,22,1625.52
Other,28,8895.67
Female,65,9398.31
Female,42,6246.57
Other,18,1607.42
Other,60,4420.19
Female,23,4638.9
Male,39,2226.16
Other,34,13401.94
Female,42,17981.08
Male,41,4701.01
Female,36,2861.54
Male,34,5094.86
Female,46,1547.8
Female,35,2020.33
Female,23,1859.37
Female,47,1965.4
Female,51,15875.48
Female,40,11871.59
Female,24,3608.77
Male,45,5505.52
Male,36,13726.37
Female,52,14898.57
Female,50,10202.88
Male,51,15593.73
Male,41,16342.19
Male,37,6815.66
Female,39,11569.9
Female,31,8507.01
Male,43,5301.18
Female,18,500.0
Male,19,7471.94
Female,42,2583.04
Female,42,14269.1
Female,62,8553.16
Male,45,4423.43
Male,28,617.87
Female,42,2665.6
Male,49,848.69
Other,51,6983.42
Female,35,6996.08
Male,30,4946.06
Female,58,10204.28
Male,33,4196.22
Female,21,4534.77
Other,39,2930.8
Male,43,12951.84
Female,46,6173.29
Male,28,6646.46
Female,50,12037.41
Male,27,500.0
Female,30,768.25
Other,29,1217.71
Male,25,6558.11
Female,75,14259.25
Female,46,8746.53
Female,43,3869.44
Female,56,15759.79
Female,32,7743.75
Male,28,9292.56
Other,42,9644.14
Female,36,2082.12
Male,47,6015.23
Male,56,10213.92
Female,48,1531.55
Other,36,4557.59
Other,63,7415.98
Female,46,7167.42
Male,46,6621.28
Other,42,9978.03
Female,45,19708.4
Male,35,1086.58
Male,26,500.0
Female,51,8998.39
Female,32,872.33
Male,57,500.0
Male,34,5712.98
Male,54,3877.03
Male,45,11009.12
Male,33,3426.04
Female,41,16305.1
Male,47,500.0
Other,43,2226.91
Female,37,8681.09
Other,56,7230.22
Female,43,9792.41
Male,29,5064.1
Male,72,9866.73
Male,52,3731.25
Other,58,500.0
Male,51,6990.02
Female,40,6388.46
Female,32,1956.85
Other,47,9922.0
Female,30,500.0
Female,45,6811.74
Female,56,7005.3
Female,56,13764.84
Male,53,3817.5
Female,25,8250.68
Female,26,4040.25
Male,44,9326.47
Other,46,1061.12
Female,60,10580.08
Female,39,9023.5
Female,28,500.0
Female,42,500.0
Male,47,678.88
Male,34,7896.89
Female,28,500.0
Female,44,7113.86
Female,19,8291.03
Male,34,1373.98
Male,52,16980.08
Other,42,9168.09
Male,43,13118.46
Male,34,7447.98
Female,29,500.0
Male,18,8341.28
Other,30,5864.49
Male,48,500.0
Male,41,5736.74
Female,27,7075.61
Female,60,8064.81
Male,45,2224.67
Female,38,13587.37
Male,33,4139.47
Female,46,9370.67
Male,44,9040.19
Other,41,4464.32
Female,26,4775.64
Male,57,14329.89
Male,38,13056.13
Female,66,14337.92
Male,30,10586.32
Male,27,4507.46
Male,32,4960.59
Female,28,8632.16
Female,32,9619.13
Male,33,5541.82
Female,30,593.58
Female,39,5417.67
Male,45,9365.15
Female,50,12690.0
Female,56,10416.51
Other,49,7959.11
Male,39,5694.1
Other,52,13106.97
Female,31,500.0
Female,53,16234.78
Female,64,11460.0
Male,57,7870.13
Other,42,5053.35
Female,37,8891.0
Male,75,12686.91
Male,46,16391.91
Male,27,4167.05
Female,43,12741.58
Female,40,8900.13
Female,44,500.0
Male,57,11987.23
Female,40,11744.91
Female,35,14054.52
Male,61,5425.16
Male,57,12644.65
Male,58,4489.44
Other,30,500.0
Female,37,14107.63
Other,59,10852.13
Male,24,902.15
Female,38,11606.12
Female,27,500.0
Female,30,10715.12
Male,60,14497.85
Female,19,1304.44
Other,55,5701.69
Male,49,6924.83
Male,37,671.05
Female,32,6074.76
Other,35,6681.85
Female,75,8288.34
Male,38,6308.67
Male,61,9852.14
Male,42,10094.1
Female,48,10678.99
Female,49,9874.31
Female,39,8040.91
Male,58,5078.71
Other,42,7232.46
Female,42,7283.97
Other,40,5555.63
Female,31,18000.88
Female,33,19714.59
Female,42,9794.22
Male,51,3346.56
Other,62,4188.61
Male,51,19023.34
Female,45,3494.79
Other,42,500.0
Male,36,6770.22
Female,38,500.0
Female,38,1109.9
Female,40,12216.8
Female,40,6949.09
Female,45,2180.7
Female,49,8097.56
Male,43,14697.66
Male,61,8637.64
Male,22,12358.24
Female,27,500.0
Male,24,500.0
Female,48,5643.89
Male,71,16015.23
Female,23,500.0
Male,44,500.0
Female,42,17123.37
Female,53,6077.85
Other,35,3797.18
Female,52,9317.2
Female,38,500.0
Other,32,7238.04
Female,40,500.0
Male,40,1682.01
Female,29,500.0
Female,33,1338.75
Male,34,793.95
Female,37,968.27
Female,36,7524.67
Other,35,1035.33
Other,36,9722.77
Male,25,3290.28
Male,45,12018.09
Male,32,500.0
Male,57,12817.02
Female,49,11180.01
Male,42,5495.32
Female,27,5857.62
Female,67,4068.78
Female,32,13694.49
Male,40,6498.64
Male,28,5770.88
Male,59,6234.43
Male,22,4064.0
Other,52,2749.94
Female,29,7428.93
Female,49,7789.19
Female,43,8911.26
Male,43,10548.73
Female,33,13895.7
Male,36,17529.12
Female,27,500.0
Female,47,13594.84
Male,56,15699.93
Male,52,14503.64
Male,45,8567.18
Female,54,1338.8
Male,53,6793.8
Female,39,1061.4
Female,25,500.0
Female,66,21093.03
Female,41,12558.05
Male,57,4731.8
Female,47,12380.75
Other,44,15582.1
Female,49,12170.44
Female,54,15627.82
Female,44,1760.6
Male,53,6433.35
Female,52,12498.19
Other,22,3829.7
Male,26,4025.06
Female,24,5041.44
Male,59,6070.55
Female,40,6629.06
Female,41,12494.77
Female,33,500.0
Female,21,6748.88
Other,37,2852.54
Male,53,14125.75
Female,48,13845.36
Male,30,6576.61
Male,48,18715.02
Male,32,4681.16
Female,37,10021.35
Female,33,8688.37
Female,21,5444.6
Female,44,5454.74
Male,48,14310.4
Female,45,500.0
Male,18,4532.85
Female,55,5586.42
Female,29,500.0
Female,24,500.0
Female,27,500.0
Female,24,3646.86
Female,42,11823.24
Female,55,6188.95
Male,46,12103.95
Male,51,12544.96
Male,54,9589.33
Male,43,1744.91
Male,47,5123.31
Other,55,3077.89
Female,44,4556.31
Female,69,10403.59
Male,59,5342.66
Male,31,7106.67
Male,41,6372.75
Female,21,6220.95
Female,47,907.21
Female,33,6815.63
Female,40,6324.79
Female,52,1621.33
Male,34,18034.58
Female,39,7044.02
Female,26,1727.93
Female,26,859.97
Male,30,8339.45
Male,19,12719.68
Male,28,8088.38
Other,34,533.24
Female,43,15931.42
Other,49,500.0
Female,50,12307.01
Male,34,500.0
Female,34,3725.07
Male,35,2520.44
Other,42,500.0
Female,29,6893.99
Female,42,500.0
Female,35,9504.73
Female,60,11811.57
Other,18,500.0
Male,44,7112.57
Female,18,9506.13
Female,38,2138.18
Other,35,6124.94
Female,33,10006.66
Other,45,7128.07
Female,40,3065.71
Male,37,5760.44
Female,38,5244.18
Female,34,8628.56
Female,43,5249.61
Male,25,2412.71
Female,47,5445.07
Male,63,10227.44
Female,35,1405.76
Male,43,7002.74
Female,29,1797.87
Male,39,4526.51
Male,52,16737.37
Other,36,500.0
Male,49,4016.88
Male,40,9681.94
Male,48,8003.43
Female,30,767.93
Female,28,5144.86
Male,31,3382.61
Female,40,500.0
Male,40,500.0
Female,29,14826.19
Female,49,16546.8
Other,52,6143.6
Other,36,2697.82
Male,60,11178.99
Male,49,6415.45
Female,55,12594.19
Male,39,7580.01
Male,22,7971.3
Male,50,10704.47
Female,46,12345.16
Female,23,500.0
Male,42,12054.54
Male,50,11809.34
Female,59,7028.01
Male,44,6327.7
Other,31,9158.68
Male,41,630.63
Female,27,2080.71
Male,32,4827.23
Male,43,1047.18
Female,55,11099.76
Female,55,18850.22
Female,46,3346.34
Female,49,13327.43
Male,35,12098.91
Male,37,6624.44
Male,30,500.0
Male,45,9194.04
Female,61,12735.26
Other,22,7399.97
Female,38,4019.84
Female,39,500.0
Female,34,14956.88
Female,39,7945.54
Male,47,5248.23
Female,35,7991.32
Female,51,11298.19
Male,18,11869.85
Male,19,9143.2
Other,68,7859.56
Female,39,500.0
Male,48,16678.64
Female,43,3583.91
Male,33,3004.66
Female,38,500.0
Male,54,6866.78
Male,37,500.0
Female,52,4616.36
Female,50,500.0
Female,53,21190.23
Male,47,3711.23
Female,47,4724.18
Male,23,1321.66
Male,51,12492.16
Other,25,500.0
Female,59,15197.1
Male,55,8185.4
Male,47,11491.86
Female,53,20104.19
Female,20,500.0
Other,34,8010.78
Female,38,3357.53
Female,54,14493.66
Female,24,4131.23
Female,33,3508.79
Male,20,2038.38
Other,18,5784.27
Male,38,8752.31
Other,39,6570.79
Male,54,5507.74
Female,45,6845.49
Female,38,1375.31
Other,34,1325.0
Female,33,12206.83
Male,43,10296.8
Female,37,1763.0
Male,35,11655.31
Male,43,6478.63
Male,53,500.0
Male,48,11293.68
Female,36,1796.73
Other,59,13105.3
Other,32,3552.46
Male,34,6055.06
Male,51,11159.42
Male,53,11078.87
Male,26,10063.36
Male,38,1017.02
Male,38,2920.73
Female,35,991.13
Female,39,8542.7
Female,45,3818.59
Male,18,5769.11
Female,42,9500.03
Female,36,12404.33
Male,23,500.0
Male,28,500.0
Male,31,10342.05
Male,40,8546.06
Female,37,4927.01
Male,33,10757.16
Female,28,7436.8
Male,30,7242.26
Female,48,10798.91
Male,31,500.0
Female,32,500.0
Male,43,7587.01
Male,26,1732.86
Female,41,7947.28
Female,40,16712.95
Male,38,1574.91
Female,26,6934.43
Female,22,5565.76
Female,40,539.94
Male,31,4076.04
Female,18,3551.55
Male,52,16270.49
Male,52,12678.68
Male,33,12024.62
Female,45,10287.08
Other,31,13581.07
Female,24,6196.19
Female,55,14728.59
Other,44,8151.31
Female,51,10669.85
Female,50,2183.89
Other,30,841.52
Male,18,7113.82
Female,56,7548.67
Female,18,1274.02
Other,34,885.04
Female,23,14188.99
Female,30,5137.53
Other,57,4592.5
Female,51,17265.2
Male,29,6319.26
Male,61,7418.54
Female,41,6835.94
Male,45,9610.99
Female,47,6014.99
Male,26,500.0
Other,45,11813.01
Male,67,6920.74
Female,31,4043.87
Other,43,8394.92
Female,61,4721.96
Male,52,9180.47
Female,38,10385.39
Female,27,5902.93
Male,40,2668.17
Male,36,500.0
Male,33,500.0
Male,27,3680.97
Male,36,13017.62
Male,44,2160.41
Female,18,835.89
Other,32,770.21
Female,37,4723.74
Other,45,3969.67
Female,49,5925.72
Female,45,7194.43
Male,41,1649.86
Male,41,8864.74
Female,30,11134.81
Other,37,500.0
Female,39,1752.36
Male,39,6801.49
Female,52,10507.12
Male,34,3958.89
Male,46,10960.1
Female,18,941.29
Female,74,17729.89
Female,44,5485.99
Other,43,9791.01
Female,29,10530.01
Female,41,6598.12
Male,44,8730.62
Male,18,7194.53
Female,44,9364.54
Male,31,2470.3
Male,18,10575.02
Male,19,500.0
Female,28,8114.81
Female,43,6294.77
Female,65,10602.52
Female,43,8267.28
Male,66,21699.77
Female,50,5085.67
Other,42,9734.81
Male,48,500.0
Female,18,947.86
Female,34,11802.52
Female,23,14620.28
Male,44,5939.99
Other,56,8323.8
Female,39,2231.56
Female,48,2902.03
Male,33,500.0
Female,68,18413.23
Female,48,14334.41
Male,44,500.0
Male,50,5536.98
Female,41,13539.2
Male,18,6068.77
Female,49,4954.65
Male,44,8704.52
Male,31,5255.0
